survey_year,duration,event,female,age,age_group,education,race_eth,married,industry,great_recession,weight
2002,1,1,0,39,30-39,Some college,White non-Hispanic,1,Professional services,0,2121.959
2002,1,0,1,53,50-59,HS diploma,White non-Hispanic,1,Trade,0,1905.9231
2002,5,1,0,63,60+,Some college,White non-Hispanic,1,Entertainment/hospitality,0,5191.0959
2002,12,1,0,27,20-29,Some college,White non-Hispanic,1,Professional services,0,1134.3069
2002,21,1,1,27,20-29,Some college,White non-Hispanic,1,Education/health,0,1008.8802
2002,1,0,1,37,30-39,Some college,White non-Hispanic,1,Finance/insurance/RE,0,2648.1564
2002,4,1,1,55,50-59,HS diploma,Other/multiracial,1,Business/repair services,0,2572.7575
2002,42,1,0,44,40-49,Some college,White non-Hispanic,0,Professional services,0,2435.8845
2002,10,1,1,39,30-39,Some college,White non-Hispanic,0,,0,257.2073
2002,2,1,0,39,30-39,Some college,White non-Hispanic,0,Construction,0,4208.6964
2002,1,0,1,62,60+,Some college,White non-Hispanic,0,,0,4374.1355
2002,3,1,0,22,20-29,HS diploma,White non-Hispanic,0,Education/health,0,1142.0442
2002,1,0,0,53,50-59,College plus,White non-Hispanic,0,Manufacturing,0,688.853
2002,1,1,1,44,40-49,Some college,White non-Hispanic,1,Finance/insurance/RE,0,2496.9724
2002,2,1,0,27,20-29,HS diploma,White non-Hispanic,1,Trade,0,2471.2039
2002,12,1,0,50,50-59,HS diploma,White non-Hispanic,1,Manufacturing,0,2019.0654
2002,2,1,1,48,40-49,Less than HS,White non-Hispanic,1,Business/repair services,0,2249.8848
2002,104,1,1,33,30-39,College plus,White non-Hispanic,0,Professional services,0,2514.5651
2002,7,1,1,39,30-39,College plus,White non-Hispanic,0,Public admin,0,2909.0032
2002,4,1,0,24,20-29,HS diploma,White non-Hispanic,0,Construction,0,1036.1076
2002,12,1,0,51,50-59,Some college,White non-Hispanic,1,Manufacturing,0,3916.6859
2002,1,0,0,27,20-29,HS diploma,White non-Hispanic,1,Manufacturing,0,1926.0803
2002,1,1,1,62,60+,Some college,White non-Hispanic,1,Public admin,0,1681.1836
2002,4,1,1,41,40-49,Some college,Black non-Hispanic,0,Education/health,0,1968.3876
2002,1,0,1,54,50-59,HS diploma,Black non-Hispanic,0,Trade,0,377.8476
2002,1,1,1,22,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,3513.7118
2002,6,1,0,38,30-39,Less than HS,White non-Hispanic,1,Construction,0,3076.4844
2002,1,0,0,41,40-49,HS diploma,Black non-Hispanic,0,Professional services,0,2640.5008
2002,2,1,0,36,30-39,College plus,Other/multiracial,0,Manufacturing,0,2676.8189
2002,4,1,1,59,50-59,HS diploma,Black non-Hispanic,0,Education/health,0,3194.0998
2002,1,1,1,38,30-39,HS diploma,Black non-Hispanic,0,Business/repair services,0,1129.8994
2002,16,1,0,24,20-29,College plus,White non-Hispanic,0,Manufacturing,0,2964.4715
2002,1,0,0,68,60+,College plus,White non-Hispanic,0,Finance/insurance/RE,0,2318.5091
2002,25,1,1,36,30-39,Some college,White non-Hispanic,1,Education/health,0,2049.1299
2002,1,0,0,37,30-39,Some college,White non-Hispanic,1,Trade,0,2115.441
2002,15,1,1,57,50-59,HS diploma,White non-Hispanic,0,Entertainment/hospitality,0,1995.3783
2002,2,1,1,54,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2238.585
2002,1,0,1,38,30-39,HS diploma,Black non-Hispanic,0,Professional services,0,2660.3986
2002,2,1,1,48,40-49,HS diploma,White non-Hispanic,1,Business/repair services,0,806.2484
2002,14,1,1,50,50-59,Some college,White non-Hispanic,1,Manufacturing,0,433.0621
2002,1,1,0,34,30-39,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2250.6566
2002,9,1,0,26,20-29,HS diploma,White non-Hispanic,0,Manufacturing,0,2282.8313
2002,8,1,0,52,50-59,College plus,Other/multiracial,0,Professional services,0,2361.8264
2002,1,0,1,22,20-29,HS diploma,Hispanic,0,Professional services,0,1646.6095
2002,104,1,1,34,30-39,Less than HS,White non-Hispanic,0,Trade,0,2687.2439
2002,8,1,0,54,50-59,HS diploma,White non-Hispanic,1,Construction,0,2572.5685
2002,1,0,1,71,60+,Less than HS,White non-Hispanic,0,Public admin,0,2551.7914
2002,4,1,1,28,20-29,College plus,White non-Hispanic,0,Education/health,0,2388.6364
2002,4,1,0,28,20-29,College plus,White non-Hispanic,0,Education/health,0,2069.5485
2002,16,1,0,40,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2496.9834
2002,12,1,1,56,50-59,College plus,White non-Hispanic,1,Education/health,0,2167.6093
2002,4,1,1,23,20-29,College plus,White non-Hispanic,0,Education/health,0,384.4446
2002,4,1,0,21,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,407.7845
2002,2,1,1,34,30-39,Some college,Black non-Hispanic,0,Education/health,0,4088.4659
2002,5,1,1,42,40-49,Some college,White non-Hispanic,0,Education/health,0,1233.963
2002,1,0,0,42,40-49,Less than HS,White non-Hispanic,0,Construction,0,1374.0094
2002,1,1,0,47,40-49,Some college,White non-Hispanic,1,Professional services,0,2597.0041
2002,104,1,0,47,40-49,HS diploma,White non-Hispanic,1,Construction,0,2597.0041
2002,1,0,1,50,50-59,Some college,Black non-Hispanic,1,Manufacturing,0,2498.7031
2002,2,1,0,21,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,975.0748
2002,23,1,0,43,40-49,College plus,White non-Hispanic,1,Manufacturing,0,2952.7864
2002,2,1,1,39,30-39,HS diploma,White non-Hispanic,1,Manufacturing,0,2698.1669
2002,24,1,1,41,40-49,HS diploma,White non-Hispanic,1,Education/health,0,285.6198
2002,4,1,0,32,30-39,Less than HS,White non-Hispanic,0,Construction,0,4084.895
2002,1,0,0,30,30-39,HS diploma,Hispanic,1,Professional services,0,1890.867
2002,20,1,0,53,50-59,College plus,Black non-Hispanic,0,Manufacturing,0,2291.0843
2002,1,1,1,51,50-59,HS diploma,Hispanic,0,Professional services,0,2110.0041
2002,1,0,1,33,30-39,College plus,White non-Hispanic,1,Entertainment/hospitality,0,622.5369
2002,16,1,0,39,30-39,Some college,Black non-Hispanic,1,Construction,0,3499.542
2002,2,1,0,38,30-39,HS diploma,White non-Hispanic,1,Public admin,0,2583.3785
2002,1,0,0,44,40-49,HS diploma,Hispanic,0,,0,2309.9548
2002,24,1,1,35,30-39,Some college,Other/multiracial,0,Education/health,0,338.6935
2002,4,1,0,53,50-59,College plus,White non-Hispanic,1,Manufacturing,0,1459.6191
2002,104,1,1,36,30-39,College plus,White non-Hispanic,0,Education/health,0,2493.4164
2002,5,1,0,48,40-49,College plus,White non-Hispanic,1,Public admin,0,3921.8231
2002,20,1,0,47,40-49,College plus,White non-Hispanic,1,,0,4411.3771
2002,1,1,0,22,20-29,HS diploma,Other/multiracial,0,Manufacturing,0,4524.8172
2002,3,1,1,32,30-39,College plus,Hispanic,1,Manufacturing,0,4017.5438
2002,4,1,1,47,40-49,College plus,Other/multiracial,0,Education/health,0,1319.7069
2002,8,1,0,31,30-39,College plus,White non-Hispanic,1,Professional services,0,2580.3793
2002,25,1,0,59,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2317.6321
2002,8,1,0,38,30-39,Some college,White non-Hispanic,0,Business/repair services,0,2506.1928
2002,1,0,0,53,50-59,HS diploma,Black non-Hispanic,1,Manufacturing,0,1893.937
2002,1,0,1,49,40-49,Less than HS,Black non-Hispanic,0,Manufacturing,0,1366.1683
2002,1,1,1,26,20-29,Some college,White non-Hispanic,1,Entertainment/hospitality,0,808.5992
2002,1,0,0,62,60+,Some college,White non-Hispanic,1,,0,2719.1374
2002,1,0,0,63,60+,HS diploma,White non-Hispanic,1,,0,2706.4864
2002,14,1,1,33,30-39,HS diploma,White non-Hispanic,1,Education/health,0,2436.6606
2002,1,0,1,33,30-39,Some college,White non-Hispanic,1,Finance/insurance/RE,0,2317.9661
2002,8,1,0,58,50-59,College plus,Hispanic,0,Education/health,0,2632.1559
2002,26,1,0,27,20-29,Some college,Hispanic,1,Professional services,0,2115.1065
2002,2,1,0,40,40-49,College plus,White non-Hispanic,1,Professional services,0,2888.8895
2002,3,1,1,27,20-29,College plus,White non-Hispanic,0,Manufacturing,0,2894.157
2002,1,1,0,55,50-59,Some college,Black non-Hispanic,1,Public admin,0,2769.3541
2002,48,1,1,21,20-29,Less than HS,Black non-Hispanic,0,Professional services,0,3254.8461
2002,1,0,1,65,60+,Some college,White non-Hispanic,0,,0,2219.9673
2002,1,1,1,20,20-29,HS diploma,White non-Hispanic,0,Professional services,0,2658.1028
2002,1,0,0,63,60+,Less than HS,White non-Hispanic,1,Manufacturing,0,427.405
2002,1,0,1,53,50-59,HS diploma,White non-Hispanic,1,,0,385.262
2002,9,1,0,43,40-49,Some college,White non-Hispanic,0,Entertainment/hospitality,0,407.0056
2002,1,0,1,58,50-59,Less than HS,White non-Hispanic,0,,0,2271.2633
2002,1,0,0,39,30-39,College plus,Other/multiracial,1,Trade,0,3848.4419
2002,3,1,0,21,20-29,HS diploma,Hispanic,0,Construction,0,3241.3055
2002,1,0,1,55,50-59,Some college,White non-Hispanic,1,,0,2673.5022
2002,3,1,1,54,50-59,College plus,Other/multiracial,0,Education/health,0,1849.0818
2002,2,1,1,50,50-59,Some college,Black non-Hispanic,0,Education/health,0,374.9931
2002,1,0,1,58,50-59,Less than HS,Hispanic,1,,0,4862.2603
2002,11,1,1,44,40-49,Some college,White non-Hispanic,1,Manufacturing,0,4760.6313
2002,36,1,0,49,40-49,Less than HS,White non-Hispanic,1,Construction,0,4732.5834
2002,3,1,0,44,40-49,HS diploma,White non-Hispanic,1,Professional services,0,2512.8533
2002,16,1,1,28,20-29,Some college,White non-Hispanic,1,,0,3287.4381
2002,6,1,0,28,20-29,Some college,White non-Hispanic,0,Construction,0,2911.4494
2002,16,1,1,51,50-59,Some college,Other/multiracial,1,Education/health,0,247.0714
2002,1,0,0,36,30-39,College plus,Other/multiracial,1,Manufacturing,0,4469.323
2002,2,1,1,36,30-39,Some college,White non-Hispanic,0,Entertainment/hospitality,0,2660.9069
2002,4,1,0,32,30-39,College plus,White non-Hispanic,1,Professional services,0,761.6092
2002,4,1,0,35,30-39,Some college,White non-Hispanic,1,Education/health,0,2506.1928
2002,1,0,1,50,50-59,College plus,White non-Hispanic,0,Trade,0,2670.0814
2002,1,0,0,51,50-59,Some college,White non-Hispanic,1,,0,778.0329
2002,1,0,0,28,20-29,HS diploma,Black non-Hispanic,1,Trade,0,3908.0129
2002,2,1,1,30,30-39,College plus,White non-Hispanic,0,Professional services,0,2623.024
2002,30,1,1,41,40-49,College plus,White non-Hispanic,1,Education/health,0,283.8061
2002,8,1,0,45,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2513.8479
2002,8,1,1,50,50-59,College plus,White non-Hispanic,0,Education/health,0,323.5688
2002,12,1,1,35,30-39,HS diploma,White non-Hispanic,0,Education/health,0,2000.1939
2002,8,1,0,23,20-29,Less than HS,White non-Hispanic,0,Construction,0,2934.7876
2002,52,1,0,45,40-49,College plus,White non-Hispanic,1,Professional services,0,2002.7389
2002,12,1,1,41,40-49,Some college,White non-Hispanic,0,Manufacturing,0,2438.4015
2002,1,0,0,63,60+,College plus,White non-Hispanic,1,Professional services,0,4618.7669
2002,1,1,0,50,50-59,College plus,White non-Hispanic,1,Education/health,0,1781.0471
2002,24,1,0,33,30-39,College plus,White non-Hispanic,1,Business/repair services,0,1438.1747
2002,1,0,1,26,20-29,HS diploma,White non-Hispanic,1,,0,2098.1823
2002,1,0,0,66,60+,College plus,White non-Hispanic,1,,0,2249.2374
2002,6,1,0,44,40-49,Less than HS,White non-Hispanic,0,Construction,0,1261.973
2002,1,0,1,29,20-29,College plus,White non-Hispanic,1,,0,2300.8366
2002,1,0,0,69,60+,College plus,Black non-Hispanic,0,,0,4077.1423
2002,24,1,0,48,40-49,College plus,Hispanic,1,Education/health,0,1586.9899
2002,1,0,0,34,30-39,HS diploma,White non-Hispanic,0,Trade,0,1717.4109
2002,1,0,0,36,30-39,College plus,White non-Hispanic,0,Trade,0,2439.6866
2002,16,1,0,36,30-39,Less than HS,Hispanic,1,Business/repair services,0,2400.6191
2002,11,1,1,50,50-59,College plus,White non-Hispanic,1,Education/health,0,3769.6164
2002,1,1,0,46,40-49,Less than HS,Hispanic,1,Business/repair services,0,3933.3194
2002,12,1,1,39,30-39,Some college,White non-Hispanic,0,Trade,0,369.8188
2002,22,1,0,48,40-49,Some college,White non-Hispanic,1,Business/repair services,0,2604.1118
2002,1,0,0,52,50-59,HS diploma,White non-Hispanic,1,,0,2831.689
2002,4,1,0,63,60+,College plus,White non-Hispanic,1,Manufacturing,0,2599.5681
2002,52,1,1,55,50-59,College plus,White non-Hispanic,1,Education/health,0,2543.4129
2002,52,1,0,57,50-59,College plus,White non-Hispanic,1,Construction,0,2713.8645
2002,1,0,0,31,30-39,College plus,White non-Hispanic,0,Manufacturing,0,2480.1882
2002,3,1,1,31,30-39,HS diploma,White non-Hispanic,0,Trade,0,1326.6056
2002,12,1,0,20,20-29,HS diploma,White non-Hispanic,0,Business/repair services,0,3247.8307
2002,1,0,0,36,30-39,Some college,White non-Hispanic,0,,0,3004.8747
2002,1,0,0,29,20-29,Some college,Hispanic,0,Finance/insurance/RE,0,2150.2649
2002,1,0,1,30,30-39,College plus,White non-Hispanic,1,Entertainment/hospitality,0,2275.1467
2002,1,0,0,29,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,0,2594.836
2002,1,0,0,51,50-59,College plus,White non-Hispanic,1,,0,2264.7728
2002,12,1,1,48,40-49,College plus,White non-Hispanic,0,Education/health,0,1911.3489
2002,24,1,1,50,50-59,College plus,White non-Hispanic,0,Education/health,0,2351.3797
2002,1,0,0,28,20-29,College plus,Black non-Hispanic,0,Trade,0,2754.011
2002,1,1,0,34,30-39,Less than HS,White non-Hispanic,0,Construction,0,2550.9687
2002,2,1,0,47,40-49,HS diploma,White non-Hispanic,1,Professional services,0,1260.9509
2002,3,1,0,23,20-29,HS diploma,White non-Hispanic,0,Construction,0,1586.966
2002,1,0,1,34,30-39,HS diploma,White non-Hispanic,1,Manufacturing,0,2238.0015
2002,1,0,1,33,30-39,HS diploma,Hispanic,0,,0,688.2289
2002,10,1,1,54,50-59,HS diploma,White non-Hispanic,0,Finance/insurance/RE,0,2629.543
2002,5,1,0,41,40-49,College plus,White non-Hispanic,1,Education/health,0,2894.0467
2002,6,1,0,38,30-39,HS diploma,White non-Hispanic,1,Professional services,0,2801.3408
2002,8,1,1,30,30-39,College plus,White non-Hispanic,0,,0,419.3935
2002,6,1,1,45,40-49,College plus,White non-Hispanic,1,Finance/insurance/RE,0,427.7522
2002,8,1,0,39,30-39,College plus,White non-Hispanic,1,Education/health,0,432.5069
2002,9,1,0,35,30-39,HS diploma,White non-Hispanic,1,Education/health,0,1542.8281
2002,3,1,1,35,30-39,College plus,White non-Hispanic,1,Finance/insurance/RE,0,1433.9406
2002,1,1,1,39,30-39,College plus,White non-Hispanic,1,Professional services,0,1356.4303
2002,104,1,0,20,20-29,HS diploma,Black non-Hispanic,0,Education/health,0,4838.0132
2002,1,0,1,62,60+,HS diploma,White non-Hispanic,0,,0,2065.7109
2002,8,1,0,27,20-29,HS diploma,Other/multiracial,0,Trade,0,387.3363
2002,4,1,1,48,40-49,HS diploma,Black non-Hispanic,0,Manufacturing,0,1662.6739
2002,8,1,1,64,60+,HS diploma,White non-Hispanic,0,Entertainment/hospitality,0,2262.1659
2002,12,1,0,42,40-49,Some college,White non-Hispanic,1,Professional services,0,2755.6125
2002,8,1,0,31,30-39,Some college,White non-Hispanic,0,Business/repair services,0,4790.5926
2002,4,1,0,37,30-39,College plus,Hispanic,0,Entertainment/hospitality,0,4669.4599
2002,4,1,0,50,50-59,Some college,White non-Hispanic,1,Business/repair services,0,4547.2239
2002,1,0,0,34,30-39,College plus,White non-Hispanic,0,Construction,0,1852.7967
2002,8,1,0,29,20-29,Some college,White non-Hispanic,1,Manufacturing,0,1922.5675
2002,24,1,1,32,30-39,College plus,White non-Hispanic,1,Education/health,0,755.6888
2002,3,1,0,26,20-29,College plus,White non-Hispanic,0,Manufacturing,0,2695.0014
2002,3,1,0,31,30-39,College plus,White non-Hispanic,1,Finance/insurance/RE,0,1379.3008
2002,11,1,0,44,40-49,College plus,White non-Hispanic,1,Professional services,0,1169.503
2002,1,0,1,51,50-59,Some college,White non-Hispanic,1,Construction,0,1201.5632
2002,10,1,0,49,40-49,Some college,Hispanic,0,Business/repair services,0,799.0889
2002,24,1,1,33,30-39,Less than HS,Black non-Hispanic,0,Education/health,0,907.4413
2002,1,0,0,44,40-49,Some college,Other/multiracial,1,Business/repair services,0,830.4318
2002,1,0,1,45,40-49,Some college,Other/multiracial,1,Business/repair services,0,760.3386
2002,20,1,1,34,30-39,HS diploma,White non-Hispanic,0,Business/repair services,0,1262.9262
2002,1,0,1,63,60+,Some college,White non-Hispanic,1,,0,277.7082
2002,1,0,1,72,60+,College plus,White non-Hispanic,0,Education/health,0,353.9363
2002,1,0,0,34,30-39,College plus,Other/multiracial,1,Manufacturing,0,3501.7722
2002,8,1,0,25,20-29,Less than HS,White non-Hispanic,0,Professional services,0,3579.162
2002,1,1,0,40,40-49,HS diploma,White non-Hispanic,0,Construction,0,2376.5834
2002,1,0,1,44,40-49,HS diploma,White non-Hispanic,1,Professional services,0,2285.7309
2002,12,1,0,32,30-39,HS diploma,White non-Hispanic,0,Public admin,0,2411.5998
2002,15,1,0,21,20-29,HS diploma,White non-Hispanic,0,Manufacturing,0,2280.9969
2002,10,1,0,32,30-39,Some college,White non-Hispanic,1,Professional services,0,1966.1658
2002,8,1,1,34,30-39,College plus,White non-Hispanic,1,Professional services,0,1927.3586
2002,2,1,0,25,20-29,Less than HS,Hispanic,1,Agriculture/mining,0,2374.7258
2002,1,1,1,29,20-29,Some college,Other/multiracial,1,Education/health,0,475.381
2002,1,1,1,37,30-39,HS diploma,White non-Hispanic,0,Business/repair services,0,515.5414
2002,1,0,1,24,20-29,HS diploma,Other/multiracial,0,,0,350.6438
2002,7,1,1,43,40-49,College plus,White non-Hispanic,0,Education/health,0,82.362
2002,1,0,1,24,20-29,College plus,Other/multiracial,0,Manufacturing,0,4476.9745
2002,28,1,1,44,40-49,College plus,White non-Hispanic,1,Professional services,0,1958.6155
2002,104,1,0,23,20-29,HS diploma,Hispanic,0,Professional services,0,3633.1259
2002,16,1,0,40,40-49,Some college,White non-Hispanic,1,Finance/insurance/RE,0,1072.507
2002,1,0,1,43,40-49,Some college,White non-Hispanic,1,Finance/insurance/RE,0,1007.4211
2002,6,1,0,46,40-49,HS diploma,White non-Hispanic,0,Business/repair services,0,2564.0308
2002,2,1,1,29,20-29,Less than HS,Hispanic,1,Education/health,0,1930.7336
2002,3,1,0,26,20-29,Some college,Black non-Hispanic,0,Business/repair services,0,2511.1663
2002,1,0,0,39,30-39,College plus,White non-Hispanic,0,Professional services,0,2744.2585
2002,52,1,1,44,40-49,Some college,White non-Hispanic,1,Manufacturing,0,2749.1216
2002,18,1,1,60,60+,HS diploma,White non-Hispanic,0,Entertainment/hospitality,0,4145.8386
2002,4,1,1,58,50-59,College plus,White non-Hispanic,1,Construction,0,4819.7611
2002,26,1,1,34,30-39,Some college,White non-Hispanic,0,Entertainment/hospitality,0,1754.9567
2002,1,0,0,27,20-29,HS diploma,White non-Hispanic,1,Manufacturing,0,2589.1869
2002,1,0,1,57,50-59,HS diploma,White non-Hispanic,1,Trade,0,2737.8689
2002,3,1,0,38,30-39,Less than HS,Hispanic,1,Manufacturing,0,2389.6976
2002,1,0,0,62,60+,HS diploma,White non-Hispanic,0,Manufacturing,0,2262.6426
2002,2,1,0,35,30-39,Some college,Hispanic,1,Construction,0,4031.135
2002,24,1,0,22,20-29,Less than HS,White non-Hispanic,1,Professional services,0,3405.4885
2002,10,1,0,36,30-39,HS diploma,Black non-Hispanic,1,Entertainment/hospitality,0,1488.0487
2002,1,0,0,47,40-49,HS diploma,Black non-Hispanic,1,,0,3006.6069
2002,1,0,1,44,40-49,Some college,Black non-Hispanic,0,,0,3271.0169
2002,40,1,0,25,20-29,HS diploma,Hispanic,0,Professional services,0,747.8627
2002,8,1,1,57,50-59,HS diploma,White non-Hispanic,1,Manufacturing,0,317.0292
2002,4,1,0,29,20-29,Some college,Black non-Hispanic,1,Business/repair services,0,4660.7979
2002,2,1,1,45,40-49,HS diploma,Black non-Hispanic,0,Education/health,0,4493.321
2002,1,1,0,44,40-49,Some college,Hispanic,1,Trade,0,3260.1523
2002,6,1,0,24,20-29,Some college,White non-Hispanic,0,Manufacturing,0,1272.2677
2002,3,1,0,22,20-29,HS diploma,White non-Hispanic,1,Construction,0,2518.3376
2002,4,1,1,53,50-59,College plus,Other/multiracial,0,Manufacturing,0,2206.2028
2002,1,0,0,60,60+,College plus,White non-Hispanic,0,Professional services,0,1610.609
2002,12,1,1,35,30-39,Some college,White non-Hispanic,0,Business/repair services,0,2050.6464
2002,6,1,1,43,40-49,Some college,White non-Hispanic,1,Agriculture/mining,0,2292.1596
2002,12,1,1,37,30-39,Less than HS,Black non-Hispanic,0,Business/repair services,0,2606.1307
2002,4,1,0,32,30-39,Some college,White non-Hispanic,1,Finance/insurance/RE,0,3091.3458
2002,8,1,0,34,30-39,Some college,Other/multiracial,0,Manufacturing,0,317.7733
2002,104,1,0,51,50-59,Some college,White non-Hispanic,1,Trade,0,1485.8367
2002,20,1,1,48,40-49,Some college,Black non-Hispanic,1,Entertainment/hospitality,0,3765.6104
